Tweet,HS,Abusive,HS_Individual,HS_Group,HS_Religion,HS_Race,HS_Physical,HS_Gender,HS_Other,HS_Weak,HS_Moderate,HS_Strong
memahami eksistensi logika korupsi maka sama halnya mendirikan lembaga anti maling memberantas maling bubarkan,1,0,0,1,0,0,0,0,1,0,0,1
user kira udah pake,1,1,1,0,0,0,0,0,1,1,0,0
dulu katanya jangan pilih prabowo beliau diktaktor otoriter kenyataan skrng jokowi yang diktaktor,1,0,1,0,0,0,0,0,1,1,0,0
user nnkaya siapa lupa,0,0,0,0,0,0,0,0,0,0,0,0
tumbangkan tirani lengserkan jokowi,1,0,1,0,0,0,0,0,1,0,0,1
user kebut infrastruktur biar dianggap satusatunya presiden bapak pembangunan maunya ratusan infrastruktur analisa terukur kerja ngawur ekonomi hancur kalo ngomong ngelantur mukidi keliru tidur sama penista agama akur,1,1,1,0,0,0,0,0,1,1,0,0
hidup emang brengsek meskipun orang baik,0,1,0,0,0,0,0,0,0,0,0,0
user user user emang otak bersih,1,1,1,0,0,0,0,0,1,1,0,0
biarin oppa masukim vibrator oppa masukin,0,1,0,0,0,0,0,0,0,0,0,0
anies baswedan disebut super gubernur oleh mahasiswa maroko,0,0,0,0,0,0,0,0,0,0,0,0
user modus papo usap usap rambut,0,1,0,0,0,0,0,0,0,0,0,0
user user satu user sama kaderkader sama gobloknya,1,1,0,1,0,0,0,0,1,0,1,0
user diutarain quraish dakwahnya thats sekarang ogah banget ngenal ustadz baru dakwah hanya dengerin pilihan dakwah masa pada paham konsep hermeneutika jadi salut sama ajaran katolik,0,0,0,0,0,0,0,0,0,0,0,0
serasa ingin mencintai tetapi takut untuk mencintai ehak,0,1,0,0,0,0,0,0,0,0,0,0
user cemilannya wedangnya bajigur malamnya nasgor alhamdulilah smoga varokah,0,1,0,0,0,0,0,0,0,0,0,0
user kalo jadi presiden jadikan lebaran libur hari minimal hari jokowi cuma hari kasian mudik lewat darat hari jalan atau hari bahkan hari jalan jokowi ngerti indonesia luas,0,0,0,0,0,0,0,0,0,0,0,0
barakallah bang user allah menjaga bang sandi anies,0,0,0,0,0,0,0,0,0,0,0,0
user menunjukkan kualitas mental yang labil dari prabowo,1,0,1,0,0,0,0,0,1,1,0,0
user lebih baik mundur,1,0,1,0,0,0,0,0,1,1,0,0
jokowi super busuk serta licik tidak malu sama sekali,1,1,1,0,0,0,0,0,1,1,0,0
user sama mangkanya disini mulu,0,1,0,0,0,0,0,0,0,0,0,0
diharapkan pembahasan dalam konsultasi tingkat tinggi ulama cendekiawan muslim bisa mengerucutkan konsep watasiyat islam menjadi sebuah kriteria untuk peradaban utama islam kttulama indonesiabisa,0,0,0,0,0,0,0,0,0,0,0,0
biadab banget jokowi pasti konspirasi musuhmusuh islam,1,1,1,0,1,0,0,0,0,1,0,0
kalau pengen lebih mengigit prabowo sebaiknya duet dengan rizal ramlinaura nasionalisme perlawanan terhadap hegemoni akan menjadi antitesa terhadap saat,0,0,0,0,0,0,0,0,0,0,0,0
user gasuka pilih pilih tapi alangkah baiknya bila sama sama katholik hehe,0,0,0,0,0,0,0,0,0,0,0,0
sombong banget ngajak user,1,1,1,0,0,0,0,0,1,1,0,0
user,1,1,1,0,0,0,1,0,0,1,0,0
tahukah anda siapa yang memakai baju adalah duta besar kuwait sekaligus sekretaris umum bnptki tatang razak hari datang user berdiskusi cukup banyak bagaimana seharusnya mengurus user user user,0,0,0,0,0,0,0,0,0,0,0,0
sebagai partai pendukung gelar munas ulama cari cawapres jokowi,0,0,0,0,0,0,0,0,0,0,0,0
user hoax identik dengan jokowi mulai dari esemka kemudian ekonomi meroket termasuk klaim keberhasilan infovalid,1,0,1,0,0,0,0,0,1,1,0,0
shanks krunya telah mengetahui buah milik luffy adalah gomu gomu sebelum dimakannya,0,0,0,0,0,0,0,0,0,0,0,0
orangorang kayak gini pantes dilaknat tangisan rakyat dari masa prakemerdekaan sampe kiamat nanti digentayangin arwah pejuang yang kegelisahannya masih lebih militan daripada mereka yang kerjaannya cuma ngawang kosong bolot,1,1,0,1,0,0,1,0,0,0,1,0
nyolok headset ternyata kecolok,0,1,0,0,0,0,0,0,0,0,0,0
anak aslinya gimana likeable,1,1,1,0,0,0,0,0,1,1,0,0
user user alhamdulillah taun indonesia merdeka urang jabar gaduh bandara internasional hatur nuhun bapak presiden user sing dipasihan sehat sinareng kakiatan kangge janten pemimpin periode mugi dikobul alloh amin,0,0,0,0,0,0,0,0,0,0,0,0
andai ahok masih jadi gubernur sudah ditutup rumah sakit,1,0,1,0,0,0,0,0,1,1,0,0
goen serukan kepada semua muslim berhenti nyembah allah benci mari kita hidup saling mengasihi,1,0,0,1,1,0,0,0,0,0,1,0
user,1,1,1,0,0,0,0,0,1,1,0,0
user mantan penyanyi cilik yang jelek banget tidak salah ternyata gedenya jadi juga kasian kamu bakalan kagak yang milih calon sombong jelas orang kagak pernah sujud tenggelamkan,1,1,1,0,0,0,1,0,0,0,0,1
siap siap presiden jokowi ingin online single submission segera diterapkan,0,0,0,0,0,0,0,0,0,0,0,0
user user user user user penipu koruptor adlh warisan bapaknya,1,0,1,0,0,0,0,0,1,1,0,0
investasi masalah buat kesinambungan berjalannya ekonomi dari para pemodal investor namun sampai rakyat rugikan kata prabowo debat capres silahkan bawa duit sendiri manfaat buat rakyat malah sebaliknya,0,0,0,0,0,0,0,0,0,0,0,0
user kalau begitu bubarkan saja kembalikan tanggung jawab kepada polri kejaksaan,1,0,0,1,0,0,0,0,1,0,0,1
user naik haji pake wkwk,0,0,0,0,0,0,0,0,0,0,0,0
user user yang masa saya saya,0,0,0,0,0,0,0,0,0,0,0,0
kaum bumi datar sumbu pendek temantemannya xfxfxxa,1,1,0,1,0,0,0,0,1,0,1,0
ingin mencoba sopan manggil kakak cowok tapi banget nyet geli sumpah kebayang,0,1,0,0,0,0,0,0,0,0,0,0
pemimpim pribumi pilih pemimpin impor beradab tukang berbohong pribumikan milik bangsa user user,1,0,1,0,0,0,0,0,1,1,0,0
user user user praktisi ekonomi salah satu putra terbaik indonesia yang bisa diandalkan saya belum lihat tandingan setara beliau dibidang ekonomi nasional kalo profesional seperti beliau gagal mengabdi karena kendala partai sistem,0,0,0,0,0,0,0,0,0,0,0,0
edisi pilkada jateng,0,0,0,0,0,0,0,0,0,0,0,0
user user user user user emang beliau bukan gubernur pilihan rakyat bukan gubernur warisan,0,0,0,0,0,0,0,0,0,0,0,0
gesekan tapi,0,1,0,0,0,0,0,0,0,0,0,0
user user user user user user user user user user kaga nyariin yakin,1,1,1,0,0,0,0,0,1,1,0,0
buah sayuran mengandung vitamin seratminumlah bersama ampasnya agar tetap nikmat minum sedikir demi sedikit sambil dikunyah,0,0,0,0,0,0,0,0,0,0,0,0
user maen doank kaga,0,1,0,0,0,0,0,0,0,0,0,0
punya alasan fitnah serang presiden luar negeri dikaitkan bodohan fasik terstruktur gobloknya,1,1,1,0,0,0,0,0,1,1,0,0
sukarnosh polsek bersama anggota polsek panekan berdialogis dengan kepala desa milangasri panekan kantor desa milangasri menitipkan pesan kamtibmas ikut mensukseskan pilkada damai tanpa ujaran kebencian unsur sara rabu,0,0,0,0,0,0,0,0,0,0,0,0
user bubarkan pilih kasih besar malah lolos,1,0,0,1,0,0,0,0,1,0,0,1
user user user jauh bikin rejeki seret,1,1,1,0,0,0,0,0,1,1,0,0
user mnanti masukin memeknya gatel,0,1,0,0,0,0,0,0,0,0,0,0
mata kuliah economics pelajaran ekonomi tentang inflasi dulu,0,0,0,0,0,0,0,0,0,0,0,0
user pribumi harus tolak etnis cina jadi pemimpin indonesia pancasila atau bhineka,1,0,0,1,0,1,0,0,0,0,1,0
ganyang dalam lbhjakarta sekarang,1,0,0,1,0,1,0,0,0,0,0,1
bener berasa paling suci sianying,1,1,1,0,0,0,0,0,1,1,0,0
user bangke tiponya parbet njirrrnngak liad chuw,0,1,0,0,0,0,0,0,0,0,0,0
user akrab banget sama,0,0,0,0,0,0,0,0,0,0,0,0
user user satu punya wkwkwkk,0,1,0,0,0,0,0,0,0,0,0,0
kuping gilak dari pagi kali ganti busway bodohnya diri,0,1,0,0,0,0,0,0,0,0,0,0
user user kemarin jadi mantu maling goblog dong user,1,1,1,0,0,0,0,0,1,1,0,0
sanca records setelah kemarin sukses cover soundtrack wiro sableng sekarang sukses juga cover soundtrack mighty morphin power,0,1,0,0,0,0,0,0,0,0,0,0
user liburan emang paling enak drpd ngapa ngapain mending enak enak sama buat booking anyway gxexxa,0,1,0,0,0,0,0,0,0,0,0,0
user saya lebih curiga takjilnya sianida membunuh gantinya uwuwuww,0,0,0,0,0,0,0,0,0,0,0,0
user user user dalam konsep agama islamorang semacam jahal pengemis pemuka agamagak boleh difitnahgak boleh dicaci,0,0,0,0,0,0,0,0,0,0,0,0
user jakarta diera anies sandi nambah pengangguran,1,0,0,1,0,0,0,0,1,0,1,0
user kalo ulama yang lurus begitu caper,0,0,0,0,0,0,0,0,0,0,0,0
mulut bauk taianti korupsi tapi ingin bubarkan kpkente dari pksdan sahabat,1,1,1,0,0,1,0,0,0,1,0,0
wahai pribumi kekayaan alam indonesia milik kalian tapi kuasai etnis cina semua lewat bantuan aparat penegak hukum jongos cina,1,1,0,1,0,1,0,0,0,0,1,0
rasakan akibatnya teriak ahok penista agama ternyata asma dewi terlibat korup sarachen,1,0,1,0,0,0,0,0,1,1,0,0
user karena terdesak akan kehancuran kian melemah elektabilitas junjungannya lalu mohon istilah diteruskan distop ndsr kampretnkrn mencretnlalu minta,0,1,0,0,0,0,0,0,0,0,0,0
user apalah bener tengik,1,1,1,0,0,0,0,0,1,1,0,0
user user user user user user user user ngemeng nyambung,1,1,1,0,0,0,0,0,1,1,0,0
user allah pres mestikah seragam,1,1,1,0,0,0,0,0,1,1,0,0
user dongo user user user user user tetap dongo,1,1,1,0,0,0,0,0,1,1,0,0
masuknya presiden joko widodo alias jokowi dalam daftar muslim paling berpengaruh membuktikan bahwa jokowi diterima dengan baik oleh umat muslim themuslim,0,0,0,0,0,0,0,0,0,0,0,0
perempiuan andalan,0,0,0,0,0,0,0,0,0,0,0,0
hatihati penjajh cina pakai cara belanda domba pribumi sebelum terlambat usir para china dari nkri,1,1,0,1,0,1,0,0,0,0,0,1
nangis seringnya itunnmeratapi hidup hahannnangis kenapa selalu kondisi sakit feell blessednnand yeshh pelajaran sininndisini ketauan mana tulus selalu bantu guendan ngej,0,0,0,0,0,0,0,0,0,0,0,0
user sipitxfxfxx,0,0,0,0,0,0,0,0,0,0,0,0
user kukira wkwkwwk juga awalnya gatau tapi searching nama pemain namanya serem bukan horor juga seru seru,0,0,0,0,0,0,0,0,0,0,0,0
seandainya hari kita membiarkan penyakit berkudis bertapak maka sedikit demi sedikit akan menjadi barah yang tidak mampu diubati kata amin utusanonline,0,0,0,0,0,0,0,0,0,0,0,0
user kalo nurutin bang fuck user susahnga benernye user nanti giliran lembut sama garong ikand nyinyirin aseng asongannla coba mbok kamunya kasih sdikit bocoran prestasi bikin indonesia bangga,1,1,1,0,0,0,0,0,1,1,0,0
user yang biasa jadi masalah zaman sekarang semuanya dasar jokowi otoriter,1,0,1,0,0,0,0,0,1,1,0,0
paradoks matian keluarkan uang puluhan triliun demi ambil alih saham freeport jual murah aset negara user sampai muncul kerugian negara gagal paham sama user user user user user,0,0,0,0,0,0,0,0,0,0,0,0
user lagi ngomong dalem,0,1,0,0,0,0,0,0,0,0,0,0
taun hasil panennya diserahkan kepada bupati lebak rawita gubernur banten wahidin halim sebabaduy,0,0,0,0,0,0,0,0,0,0,0,0
user user user user user user dongokdah kalah malah,1,1,0,1,0,0,1,0,0,0,1,0
user user user user anak pemberontak,1,0,1,0,0,0,0,0,1,1,0,0
user kalau waria harganya daripada yang asal pegang,0,1,0,0,0,0,0,0,0,0,0,0
user emang,1,1,1,0,0,0,0,0,1,1,0,0
ciriciri akan runtuh setiap demo langsung ditangkap,1,0,1,0,0,0,0,0,1,1,0,0
user yang salah apbn buat gaji mulut kerja semoga allah cepet kasib ente,1,1,1,0,0,0,1,0,0,1,0,0
emang bolot,1,1,1,0,0,0,1,0,0,1,0,0
dulu karena pencitraan semua kelemahan kepolosannya diterima oleh kebanyakan dari kalangan rakyat wong cilik karena saat kita sadar jika dikibuli oleh modus kesederhanaan kaos oblong sandal jepit gantipre,1,0,1,0,0,0,0,0,1,1,0,0
tapi kalo coretxcxb masih tanganku gabisa diem emang kalo udah kepegang pulpen pasti bakal tulisin dulu meja penuh coretan dinding juga allah kotoreu untung udah kelas jadi tida semp,0,0,0,0,0,0,0,0,0,0,0,0
user atasan plonga plongo bawahan pada mikir,1,1,0,1,0,0,0,0,1,0,1,0
user user user user user namanya juga perusahaan milik,0,0,0,0,0,0,0,0,0,0,0,0
user muka muka,1,1,1,0,0,0,1,1,0,1,0,0
user emang semua beriman kepada allah semua nabi pernah diutus beriman kepda allah trus maksain referensi orang pake kaidah orang muslim maksain resep dokter buat bikin rumah namnya nyambung dongoooo,1,1,1,0,1,0,0,0,0,1,0,0
ketika potong rambut malah kependekan,0,0,0,0,0,0,0,0,0,0,0,0
user user user user aduuhh kasian liat argumenmu asep nnkalau bisa liat langsung arab minimal baca negara arab disanannnegara arab skrg kerjasama china bilang komunisnnmiris aaah,0,0,0,0,0,0,0,0,0,0,0,0
user bila part sebut made suka hahahahah,0,0,0,0,0,0,0,0,0,0,0,0
user gustiiii apakah yang dinamakan brengsek nbegitu nemu konfrontir langsungnbaek ketauan istri lhoonapaxexxa,0,1,0,0,0,0,0,0,0,0,0,0
user user,1,1,1,0,0,0,0,0,1,1,0,0
user user user user user user user user user user user user user pelabur sedar sejak awal laginhilang keyakinan pentadbiran phiraunnnbr,0,0,0,0,0,0,0,0,0,0,0,0
user user user user user user user user mungkin karenaa terbiasa narasi kekerasan kata sensitif situasi skrg berarti buat mereka pikir,0,0,0,0,0,0,0,0,0,0,0,0
xnxexxcudah takut diajak,0,0,0,0,0,0,0,0,0,0,0,0
saya memiliki teman hampir tidak bisa ngomong tidak bisa semua ajakan temannya amat sangat mudah bergaul ngomong rada ceplas ceplos tanggung jawab rasa ambisiusnya juga tinggi berasal dari suku jawa sangat mencintai kebuda,0,0,0,0,0,0,0,0,0,0,0,0
nasi kandaq smbil scroll twitter pastu naik gmbr bangang betul,0,0,0,0,0,0,0,0,0,0,0,0
user user user user usut terus kasus korupsi sandiaga anies batalkan pengangkatan aniessandi,1,0,0,1,0,0,0,0,1,0,0,1
kemaren beli ayam udah dipotong tapi lama banget matinya ayam masih kejet sama tukang ayam langsung rendam panas protes beli memelas udah bayar tapi buang ayamnya masak makan islam harga mati,0,0,0,0,0,0,0,0,0,0,0,0
user user enaknya sate atau saus padang segede gini,0,1,0,0,0,0,0,0,0,0,0,0
user percuma perlu ingetin bang user orang hatinya sudah tertanam sifat ajaran orang pastin lntolerans akan mngadu domba tabur kebncian sara,0,1,0,0,0,0,0,0,0,0,0,0
nama lengkap iris jungnnnama asli jung rinntempat tanggal lahir busan agustus nnagama katolik,0,0,0,0,0,0,0,0,0,0,0,0
user ogah milih kwin,0,0,0,0,0,0,0,0,0,0,0,0
hari rilis survei elektabilitas calon walikota calon wakil walikota pilkada kota bogor bertempat hotel royal padjajaran ruang padjajaran lantai padjajaran kota bogor user rilischarta pilkadako,0,0,0,0,0,0,0,0,0,0,0,0
nakalan bsoknpakew wkwkkwkw nntah,0,1,0,0,0,0,0,0,0,0,0,0
user badut bukan juga baru sadarkalo bunga gimana,0,0,0,0,0,0,0,0,0,0,0,0
user lihat kelakuan trio brengsek kalau ketemu orang kalian apakan twip,0,1,0,0,0,0,0,0,0,0,0,0
user coco bukan kayak ginimatanya lebih sama kulitnya agak tanned gitukalau tata young blasteran amrik kayaknya,0,0,0,0,0,0,0,0,0,0,0,0
saweranjateng bukti dukungan terus mengalir untuk dukungan rakyat bukti kecintaan keperpihakan pemimpin yang bersih user user user user user user user,0,0,0,0,0,0,0,0,0,0,0,0
media yang layak dibaca portal berita khusus bankbank milik negara mengulas seputar ekonomi bisnis keuangan perbankan,0,0,0,0,0,0,0,0,0,0,0,0
user maksa banget pingin jadi presiden padahal paling cuma bisa jadi maling uang rakyatamp gaya pilitiknya selalu pakai ayat mayat agama demi ambisi orang seperti otaknya normal,1,1,1,0,0,0,0,0,1,1,0,0
user user buat orang terkontaminasi faham kiri atheis tentu saja panas denger mengusik ketenangan kami,0,0,0,0,0,0,0,0,0,0,0,0
ahok bukan hanya maling tapi juga garong lahan laut milik nelayan dirampok dirampas untuk reklamasi menguntungkan cina,1,1,1,0,1,0,0,0,0,1,0,0
user kapir kelar sudah xfxfxaxa,0,1,0,0,0,0,0,0,0,0,0,0
anggota yang terhormat apakah posting termasuk penipuan quran bunuhlah penggallah,1,0,0,1,1,0,0,0,0,0,1,0
user user muhammad bejad allah biadab dibantah kemenagama harus sosialisasikan,1,1,0,1,1,0,0,0,0,0,1,0
pedulirohingya saya melihat user seperti tidak peduli akan nasib muslim rohingya dari pertama keluar kecaman dari mulutnya,1,0,1,0,1,0,0,0,0,1,0,0
user rasulullah bilang xexxctiap bayi terlahir suci orang tuanya menentukan jadi yahudi nasrani atau majusixexxd,0,0,0,0,0,0,0,0,0,0,0,0
user mafia kelas kakap join sini juga jadi maho,0,1,0,0,0,0,0,0,0,0,0,0
user kata dolar naik ngaruhmatamu gantipresiden,1,1,1,0,0,0,1,0,0,1,0,0
periksa gubernur sumut cawagub ijeck shah memeriksa gubernur sumater,0,0,0,0,0,0,0,0,0,0,0,0
user,0,1,0,0,0,0,0,0,0,0,0,0
user user user user user user user user user user user paling rezimnya user negara ancur kebanyakan importnrp nyungsep dibilang dollar menguatnharga sawit ancur,1,1,1,0,0,0,0,0,1,1,0,0
user tanpa sumbu alias alias mulai berkerumun xfxfxx,1,1,0,1,0,0,0,0,1,0,1,0
user infrastruktur mana bangun setahu saya,1,0,1,0,0,0,0,0,1,1,0,0
user diktator jokowi betulbetul jongos nahdatul ulama,1,1,1,0,1,0,0,0,0,1,0,0
ketua menilai debat pilgub jatim berlangsung menarik,0,0,0,0,0,0,0,0,0,0,0,0
april gunung tambora sumbawa nusa tenggara barat meletus naskah lokal mencatat meletusnya gunung tambora salah satunya karena allah murka pada raja tambora,0,0,0,0,0,0,0,0,0,0,0,0
demo dipersulit cuma zaman jokowi,1,0,1,0,0,0,0,0,1,1,0,0
user user user keren namanya saja gubernur indonesia presiden karang bilang presiden indonesia presiden baru banyak bilang wkwkwkk,1,1,1,0,0,0,0,0,1,1,0,0
anggota keberadaan perawat amat dibutuhkan karenanya harus dapat penghargaan setimpal,0,0,0,0,0,0,0,0,0,0,0,0
user bukannya gereja kristen jawa,0,0,0,0,0,0,0,0,0,0,0,0
user jangan polos genitnya kaya,1,1,1,0,0,0,0,1,0,1,0,0
user jokowi bisa menguasai saham frefoort persen kaum cabul kaum kejang nyinyir,1,1,0,1,0,0,0,0,1,0,1,0
user maksudnya,0,0,0,0,0,0,0,0,0,0,0,0
user user user dalam beberapa banyak silang pendapat ulamatp tidak silang pendapat adalah diantaranya salat awal waktu menikah,0,0,0,0,0,0,0,0,0,0,0,0
user user user user otak satu bener sedeng sdhsaya ulama membicarakan ekonomi muslimjgn ulang somplaksaya hanya tanya cara memperkuat ekonomi muslimgtu,1,1,1,0,0,0,1,0,0,1,0,0
bodo menyampah baca semua rumours pasal transfer window nanti baik cakap senang semua player star striker power power power sedang diburu oleh manchester united club lain bole pergi main jauh sebab menyu kumpul smua star club sekian kepala bana,0,0,0,0,0,0,0,0,0,0,0,0
user user user user user anda katolik samakn umat islam akidah berbeda anda,0,0,0,0,0,0,0,0,0,0,0,0
rentetan kasus kriminal terkait perbankan mulai dari skimming hingga pembobolan kartu kredit membuat nasabah waswas akan keamanan data mereka,0,0,0,0,0,0,0,0,0,0,0,0
menyamakan allah yang biadab dengan tuhan balik gerhana adalah penyesatan,1,1,0,1,1,0,0,0,0,0,1,0
lewat kamar kamu liat kamu elusin ngapain tangannya barom,0,1,0,0,0,0,0,0,0,0,0,0
presiden kita baiknya terlalu sedikit bohongnya terlalu banyak blokir jokowi lengserkan jokowi,1,0,1,0,0,0,0,0,1,0,0,1
user user coba bukan petugas partaisy rasa bisa menjalankan pemerintahan benar perlu infrastrutur sektor lain malah nggak jalan skrg malah hutang masukpikirkan pencitraan,1,0,1,0,0,0,0,0,1,1,0,0
user user user karena kristen transnasional yang ingin merubah dasar negara indonesia makanya perlu embel,0,0,0,0,0,0,0,0,0,0,0,0
kehilangan kedua tangan kakinyaxexxd setelah berdiam cukup lama ibunya mengatakan xexxcbaiklah tidak apaapa jika hanya beberapa hari tetapi sangat merepotkan untuk mengurus orang akan menjadi beban bagi kami mungkin akan,0,0,0,0,0,0,0,0,0,0,0,0
user user gantipresiden saya butuh pemimpin pribumi bukan,1,0,1,0,0,0,0,0,1,1,0,0
user user bloon aceh partai pengusungnya pdip,1,1,0,1,0,0,0,0,1,0,1,0
user bohay doggy stile enak,0,1,0,0,0,0,0,0,0,0,0,0
user user ingat berita tentang adanya tempat tidur ruang kerja wakil ketua buat,0,0,0,0,0,0,0,0,0,0,0,0
lahir dari keluarga kristen ronald banyak berhubungan dengan tetangganya yang muslim dari keluarga bapaknya banyak kerabat dari muslim hubungan mereka baikbaik saja sebelum pecah konflik diskusikde,0,0,0,0,0,0,0,0,0,0,0,0
rakyat butuh pangan yang disediakan beton bertulang,0,0,0,0,0,0,0,0,0,0,0,0
warga baduy setelah selesai memperingati tradisi seba pendopo pemkab lebak akan dilanjutkan kembali bertemu dengan gubernur banten wahidin halim hari sabtu sebabaduy gaaaasss,0,0,0,0,0,0,0,0,0,0,0,0
user orang pinter gini jadinya yang keluar dari congornya,1,1,1,0,0,0,0,0,1,1,0,0
genosida muslim rohingya oleh teroris budha myanmar desa muslim rohingya dibakar teroris budha,1,0,0,1,1,0,0,0,0,0,1,0
allah user pdkg anda gampang bener pdhl sdri kurang baca pemerintah batal saham bantah sepakat divestasi ssham udah nebar hoax jelekin user harto lagi,1,1,1,0,0,0,0,0,1,1,0,0
harusnya peringatkan kalo masih jahat islam bakalan usir china budha indonesia,1,0,0,1,1,1,0,0,0,0,1,0
dukungan lingkungan kurangnya imunisasi kasih sayang yang cukup kebutuhan ekonomi dapat mempengaruhi nafsu makan kebutuhan kesehatan,0,0,0,0,0,0,0,0,0,0,0,0
pengembangan industri menjadi sebuah peluang signifikan bagi indonesia dalam meningkatkan daya saing produk industri nasional pasar global leonard tampubolon deputi bidang ekonomi bappenas,0,0,0,0,0,0,0,0,0,0,0,0
user hahaha part mana yang cina ntah yang faham balas cina balik yang faham hmmmm,0,0,0,0,0,0,0,0,0,0,0,0
suruh jawab salam susah anak jeezzzz,1,1,1,0,0,0,0,0,1,1,0,0
ramerame hijrah pengamat kemungkinan tidak lolos ambang batas parlemen,0,0,0,0,0,0,0,0,0,0,0,0
user user video lengkap youtube menit sekian mejelekkan cari strategi prabowo,1,0,1,0,0,0,0,0,1,1,0,0
user user lebih setuju kalau yang bubarkan,1,0,0,1,0,0,0,0,1,0,0,1
setelah menyerang suriah didukung israel turki arab saudi warga palestina yang jalur gaza melakukan aksi demo bakar bendera beri dukungan presiden suriah bashar assad pertanyaanya suka demo bawa bendera palestina,0,0,0,0,0,0,0,0,0,0,0,0
user hidup jokowi layak menjadi presiden tahun depan lagi,0,0,0,0,0,0,0,0,0,0,0,0
user ngakak mulu,0,1,0,0,0,0,0,0,0,0,0,0
user user user user user yakin pencitraan cuma jokowi,1,0,1,0,0,0,0,0,1,1,0,0
user calon presiden cuma jago ngurusi kagak becus,1,1,1,0,0,0,0,0,1,1,0,0
user siswi madrasah kebonnnhijab bahancoli blowjob kulumin,0,1,0,0,0,0,0,0,0,0,0,0
males ngikutin namanya politik indonesia nunggu presiden bisa bkin indonesia semaju singapura bahkan kayak dubai baru dkung politik indonesia masih cuit sorry ngomong karena adalah fakta,1,0,0,1,0,0,0,0,1,0,1,0
yang satu foto terus dimana foto sendiri haddeehh,0,0,0,0,0,0,0,0,0,0,0,0
ahmad dhani borok saya adalah orang pertama sangat muak liat muka dhani saya berbangga,1,1,1,0,0,0,0,0,1,1,0,0
user sumpah nyambung samsek asaan udah pernah guenya yang gimana,0,1,0,0,0,0,0,0,0,0,0,0
kapan nnkemana harus pergi nnsuara terdengar setengah berbisik hingga hanya dirinya sendiri yang mungkin dapat mendengarnya kopor yang tarik seolah menjadi saksi dari saat tidak arah tujuan hanya,0,0,0,0,0,0,0,0,0,0,0,0
user mungkin juga bisa cuma waktu jamannya suju begitu ngeh tapi sendiri akhir indonesia gimana asal korea dikit dibilang ykwim plastik apalagi abis insiden poll kemaren kalo berjalan baik alhamd,0,0,0,0,0,0,0,0,0,0,0,0
faham motif setengah setengah individu kuasa autoriti rakyat bagi cuba ketengahkan terutama sekali penggunaan bahasa cina statement statement tertentu kenapa kena guna bahasa cina,0,0,0,0,0,0,0,0,0,0,0,0
user user,1,1,1,0,0,0,0,0,1,1,0,0
user user organisasi paham terlarang bumi pancasila segera bubarkan,1,0,0,1,1,0,0,0,0,0,0,1
gaesnsebentar lagi agustusnjangan lupa dibunderi tanggalnya tanggal agustus kita seruseruan bareng kami kocak aulanada mila armidya sari kiwil lutfi afifih arjuna jawa sikribo jimat,0,0,0,0,0,0,0,0,0,0,0,0
kevin sanjaya emang,1,1,1,0,0,0,0,0,1,1,0,0
kesukaan atas ganjar pranowo disebabkan beberapa gebrakan penting yang dilakukan olehnya selama menjabat sebagai gubernur jawa tengah,0,0,0,0,0,0,0,0,0,0,0,0
solusinya pilihan artinya harus melalui ekonomi anda memilih ekonomi perdagangan atau anda memilih ekonomi negara,0,0,0,0,0,0,0,0,0,0,0,0
user kecoa bisa baca dari atas jangan terlalu dasar kecoaxfxfxx,1,1,1,0,0,0,0,0,1,1,0,0
habis berenang safari pasti mata sepet resiko mata mudah ngantuk xfxfxx,0,0,0,0,0,0,0,0,0,0,0,0
user user banyak lonsekarang diobok obok,1,1,1,0,0,0,0,0,1,1,0,0
user indonesia slah sudah kuasai cina bang,1,0,0,1,0,1,0,0,0,0,1,0
user user tapi tetap berdiri kukuh dengan tweet pertama menggunakan agama untuk mainan politik,0,0,0,0,0,0,0,0,0,0,0,0
user arab saudi hanya ulama,1,0,0,1,0,1,0,0,0,0,1,0
user soalnya kalo dirazia polsis polisi keamanan sekolah ngga pake kerudung disuruh rambutnya diiket berjilbab tapi dirazia tercyduc ngga pake jilbab disuruh pake sampe pulang wkwk,0,0,0,0,0,0,0,0,0,0,0,0
kalau diam merasa terusik bisa bisa jadi peristiwa adasalahnya kunyuknarseto bawa nama skrg kaya dulu sblm jadi pelaporan msetelah jadi risetiap ditabung pasti kaya,1,1,1,0,0,0,0,0,1,1,0,0
belum selesai belum bisa dibilang kambek,0,0,0,0,0,0,0,0,0,0,0,0
anti islam undipkrundidap mohon sebarkan seluasnya jangan benarkan menjajah walau seinci bumi malaysia allahuakhbar,0,0,0,0,0,0,0,0,0,0,0,0
user biar tenar,1,0,1,0,0,0,0,1,0,1,0,0
gitu yakkkk nyatanya sekarat,0,1,0,0,0,0,0,0,0,0,0,0
user user user user bukannya teraweh malah nyebar spoiler,0,1,0,0,0,0,0,0,0,0,0,0
user dmdi memekmaksudnya ndok,0,1,0,0,0,0,0,0,0,0,0,0
user jakarta diambang kehancuran ditangan anies sandi mereka berdua bisa apaapa,1,0,0,1,0,0,0,0,1,0,1,0
secara alami perempuan selalu memberi perhatian kepada anak anak keluarga yang membuat gerakan perempuan menjadi penting karena selalu fokus pada kesejahteraan keluarga yang artinya kesejahteraan rakyat juga terjamin selamat hari kartini,0,0,0,0,0,0,0,0,0,0,0,0
kacau palsu cantik pembohongan publik sensasi pasti,1,1,1,0,0,0,0,1,0,1,0,0
